cik,tic
920465,LJPC
920522,ESS
921082,HIW
1590750,VRDN
921112,LPT
921825,FR
1691303,HCC
922521,FALC
921183,HMNF
1690769,AMRQQ
1687932,JILL
1047340,FDP
63296,MATW
922864,AIV
1697500,SOI
924822,MLR
1614178,YEXT
924901,VRE
916540,DAR
908937,SIRI
838875,WVVI
861884,RS
927355,TESS
1660134,OKTA
925645,CETV
726728,O
1016178,CARV
929940,AZPN
928658,CVLG
822662,LION.1
925528,HDSN
1698209,VEAC
1681459,FTI
927628,COF
1579214,EEX
1690820,CVNA
1535379,CLDR
1692427,NCSM
1615165,VERI
929545,CDOR
1672909,CPHC
1574197,FPH
1623925,AM
1636651,OVID
1659122,ROSEQ
931584,USAP
1160308,SVRA
926423,MIND
1096376,NTRI
1441683,APPN
1631596,KREF
1698990,MGY
1058867,GNTY
1690881,ASV
1651052,FOCS
1404281,ELDN
1686850,MOTS
1138978,NVOS
1690334,SMHI
1593548,AGS
1300699,ATNX
868278,PRPH
932696,NSIT
1351636,SSTI
1701051,WOW
1616533,SGH
1532286,NINE
927761,MYMX
913760,SNEX
934648,TRK
933034,STRT
935493,WVWCQ
1702750,BY
935703,DLTR
1531031,ESQ
935494,NATI
1701114,APRN
1442836,MRSN
716634,RDI
1420565,ALRN
1685071,DOVA
1140859,ABC
937941,PCMI
1046203,GFED
1132651,ATLO
1403475,BMRC
1685040,BHF
943034,AATC
1707092,DLPH
1369290,MYO
1544206,CGBD
1705682,VNTR
1699039,RNGR
940944,DRI
1644963,ATXI
943819,RMD
743367,BHB
1568162,RTL
1676047,NTRB
1749704,AGTI
1688852,SAFE
1630472,TRTX
1703644,GPMT
27093,USAU
1479419,KALA
1620179,XELA
1043961,PRPO
1382821,RDFN
1701605,BKR
1689796,JBGS
1703497,YOGAQ
1708410,WINR
1668673,PETQ
1704760,AVCT
1699018,EFBI
1612720,NEXT
1626199,ALPN
1703489,PDLB
1595248,GNPX
1183765,MTEM
949858,ACHV
1708405,TRMT
1704235,QES
1585608,JAGX
1679063,CSSE
1680048,MBIO
1711279,KRYS
1709164,HBB
1527599,SYBX
1710366,CEIX
1711675,NITE
1513525,ADIL
1661053,NVNO
1494650,OPTN
1558583,FUV
1069308,ACER
1710583,SWCH
1476034,MCB
1316016,AQ
1701108,SPRO
1704711,FNKO
1624658,ALNA
1514416,BAND
1710155,EYE
1705696,VICI
1705012,FAT
1604950,SCPH
1604643,AQUA
1629019,MBIN
1680062,ACMR
1627857,SAIL
1711012,AIHS
1709768,STNL
1645460,CUE
1576942,SFIX
1680379,SBT
1690680,NMRK
1717307,ILPT
1475348,LBC
1333986,EQH
1647088,WSC
1714899,DNLI
1503274,QTRX
1717452,ODTC
1723866,SIC
1083446,AMEH
1533743,PCSA
1394056,OSS
1418100,AVYA
1035354,ELOX
1682639,EYEN
1718512,GTES
1707502,SLDB
1720353,NEBU
1720580,TORC
1390478,SLS
1281895,RCKT
1570562,EOLS
1703056,ADT
1666071,CDLX
1699136,WHD
1720893,BTAI
1173281,NBSE
1719893,MTEC
1713683,ZS
1086745,DCAR
1551986,NMTR
1723596,CLBK
1643953,PRPL
72444,VXRT
1341317,BWB
1724521,RCUS
1662253,TIBR
1467623,DBX
1527728,ENOB
1713863,RFL
1423774,ZUO
1720116,RDVT
1661998,FIXX
1722684,WH
1412707,LEVL
1718108,SURF
1652362,IEA
1261333,DOCU
1499453,STXB
1463361,UBX
1574135,PVTL
1726293,PACQ
1723089,CHX
1655888,ORCC
1124796,LASR
1726978,GSHD
1366527,CBLK
1718227,ROAD
1609550,INSP
1724670,PRSP
1694665,EVLO
1727196,SRRK
1725579,PS
1730430,KNSA
1522727,USAC
1659323,ITRM
1641631,XAIR
1696558,JRSH
1698530,XCUR
1712923,GSKY
1704596,EVOP
1722992,SMTA
1702924,WRAP
1662684,KULR
1703038,NRCG
1730346,CHRA
1660334,VRCA
923571,USX
1595585,TCDA
1693415,TBIO
1505952,DOMO
1560258,ECOR
1713832,HYRE
1645666,KZR
1734713,BV
1728688,IIIV
1731831,EIDX.
1674365,APTX
1733186,VNE
90896,SKY
1694187,NTGN
1664703,BE
1720592,RPAY
1437958,CCB
1667633,FTSV
1227636,STIM
1327607,MYFW
1735184,RVIC
1531152,BJ
1737953,REPL
1709401,RUBY
1564824,ALLK
1658247,CRNX
1434418,CNST
1736874,HCCH
1398733,AQST
1411690,BNGO
1695357,PRVB
1736946,ARLO
1314727,SONO
1688757,ESTA
1205922,VCNX
1740547,UROV
1716621,RMED
1614067,ARDS
1683695,IMXI
1739104,ELAN
810332,MESA
1743858,LOAC
1710340,ETON
1510487,PRNB
1703785,STR
1740332,REZI
1738827,KLXE
1382101,STRO
1475115,EB
1655759,ARVN
1711754,INMB
1656634,GRTS
1744895,CCC.4
1627475,UPWK
1576280,GH
1468748,KOD
1746129,BSVN
1722964,YMAB
1739936,MNTV
1739426,RVLP
1737287,ALLO
1729944,IMAC
1746466,EQ
1001614,REPX
1748252,DDMX.2
1459839,SIBN
1169245,PHAS
1707753,ESTC
1746037,ARYA.1
1682745,VRRM
1729756,FTAC
1253176,VAPO
1747009,ETRN
1751783,RBKB
1603756,AXNX
1630212,AVCO
1744894,SG.4
1682852,MRNA
1670349,USWS
1609727,THOR
1653247,WTRH
1728041,CFFA
1711786,HOTH
1728117,GOSS
1665300,PHUN
1708493,HARP
1750019,TCRR
1653087,ALEC
1644903,YCBD
1754301,FOXA
1343304,AVDR.1
1548187,SOLY
1769663,PBFS
1472091,PDSB
1642375,GHSI
1764711,PAAC
1697805,XYNO
1260990,ONCT
1755953,KERN
1634447,ISUN
1772177,KRUS
1615219,SLRX
1140102,HQI
1709682,CTOS
1043186,SLNG
1014739,OPCH
1708341,AESE
1768267,CRNC
1645469,MNPR
1772016,BRBR
1372299,OCGN
1706946,SPCE
1409269,VERO
1725255,AHCO
1719489,KLR
1701756,GRIL
746210,OBLG
1638287,NRBO
1359931,TARA
1720821,PAE
1738758,GSMG
1743725,GDYN
1080657,SQFT
1504167,TMBR
1751143,ATCX
1383701,HSTO
1698991,ACEL
1731289,NKLA
1419041,FBRX
1525759,FSKR
1708176,HOFV
1424182,BNL
1741231,TTCF
1720990,FSR
1402479,MDVL
1698113,ID
1758057,LAZR
1757932,RMO
1721386,LSEA
1178727,COMS
1431959,MMAT
876883,STGW
315858,BVH
1736035,BXSL
1653384,RWAY
944075,SCKT
1001082,DISH
1172222,HA
912061,NHTC
944314,LSI
945114,GIC
943452,WAB
1108236,AMRB
934549,ACTG
945983,WSTG
945384,CICN
944480,GVP
928465,DIT
946486,WINT
931148,EAF
1135185,AAWW
1295810,SHO
930420,KFRC
917520,IART
945394,SVC
892222,BREW
946454,BTN
948708,SMSI
893949,MD
949158,CRAY
1076930,NOVT
922621,ERIE
899923,MYGN
913144,RNR
944695,THG
945841,POOL
927066,DVA
946673,BANR
1000228,HSIC
1001258,ASFI
927003,AEIS
1001250,EL
1000298,IMH
1002047,NTAP
1001385,NWPX
1000694,NVAX
1091596,NUOTQ
877890,CTXS
1002517,NUAN
920112,HTLF
1003078,MSM
1002590,SGU
874766,HIG
1000229,CLB
1016504,INBP
861838,IDRA
4187,IDSA
933738,ENG
1034760,WYY
884269,APT
1168455,PLBC
1006045,IRIX
896429,CTLP
889971,LPTH
1005229,CMCO
920427,UNTY
38264,FORD
899866,ALXN
1005757,CSGS
887921,REV
1004989,SGRP
1020569,IRM
1005731,IDT
1447028,ABUS
1007330,PRGX
1005210,SPH
1438731,ALJJ
1006281,PLX
928340,CWCO
1006655,EPM
1006269,LORL
1051343,CWBC
824410,SASR
1008586,STRM
86312,TRV
909494,TCX
1010612,SYKE
1009829,JAKK
887936,FCN
887919,PFBI
1008654,TUP
914475,NBIX
1012019,RUSHA
1012477,AVDL
1011060,ASNB
895051,CASI
767405,SBFG
930775,ECIA
1012620,GWR
846617,DCOM
1013237,FDS
1010470,PROV
1127371,CVCY
1004702,OCFC
1012771,FFG
1013857,PEGA
1001601,MGTI
886744,GERN
1013880,TTEC
912463,GES
1006028,PURE
1015739,AWRE
1015780,ETFC
1017303,TACT
1003201,MMAC
315849,SGB
1018164,WLFC
916457,8356B
873860,OCN
1016169,ATRS
1013488,BJRI
1017480,HIBB
1019695,ARQL
945828,AMTY
1019849,PAG
896264,USNA
6885,SSINQ
1021162,TGI
1021860,NOV
830656,PBIO
1019671,SEAC
1006837,VATE
1022408,PLUS
1021561,NUS
1022671,STLD
1023313,FORR
797721,VSAT
1008653,EMAX
896493,NILE
1022079,DGX
1023128,LAD
1020710,DXPE
1024795,HLIO
16160,CALM
1000753,NSP
1025996,KRC
1020214,CERS
887359,VCEL
812011,MTN
936395,CIEN
1170010,KMX
1675820,TIVO
1019787,PFTI
891293,CTIC
764038,SSB
1173431,AMTD.
946581,TTWO
808326,EMKR
1034670,ALV
1011570,KNL
917273,RMBS
857855,UCBI
1035443,ARE
1604778,QRVO
1037038,RL
1036262,INTT
1023459,SLP
1037390,INDT
1035983,FIX
866829,HLX
1389050,AROC
1038133,HSKA
924515,GTHP
1023731,EGHT
882508,QUIK
1070985,CXW
1037976,JLL
1036188,QADA
1077771,UMPQ
909108,DHIL
1437578,BFAM
1038277,INIS
1040470,AEHR
1040971,SLG
1041803,PSMT
1000045,NICK
1010086,SIGA
1113256,MTOR
1040130,PETS
1041061,YUM
917491,FARO
1041859,PLCE
1023860,SSFN
1141807,FCCY
1043156,STRZ
1041514,LSAK
750686,CAC
1036044,INVE
1043219,NLY
70487,NRC
1043337,SRI
1039065,OSIS
1043277,CHRW
1046311,CHH
1042893,DRQ
1108967,OEG
1042729,MBWM
911177,CWST
1029730,LTS
1031203,GPI
1025953,NOVC
1037646,MTD
1412665,MOFG
1043509,SAH
835887,PGNX
1028954,SBBX
1004434,AMG
1001115,GEOS
1046327,RNWK
720154,NOTV
1011509,AUMN
883107,NANX
1005201,ASRT
913341,CFFI
1046257,INGR
833640,POWI
1209028,AAIC
1013272,NWFL
1431567,OVLY
1253317,OLBK
1074902,LCNB
1045425,RASFQ
1046050,TSBK
879635,MPB
1050825,SCS
740971,OPOF
1025378,WPC
719402,FXNC
1041024,RMTI
1014473,VRSN
1048268,IESC
1046568,PRDO
1049521,MRCY
1056943,PFIS
803164,COFS
711669,CBAN
1050377,CNXN
924717,SRDX
717806,FUSB
1052100,WDR
1049606,CIX
1044777,OSPN
1055726,INO
1056288,FHI
1748790,AMCR
1032975,LOGI
1513761,NCLH
1053507,AMT
1496443,PAYS
1130144,BSRR
1050797,COLM
922247,CYTH
744452,APDN
1325964,LWLG
1053369,ELTP
1083643,FBSS
316736,FPPP
1059784,GNBT
1134115,THM
1053584,MCBC
1734875,MSVB
1385849,UUUU
1050743,PGC
1094038,MRKR
1084384,TEUM
1022646,UPLCQ
1087456,UBOH
1083522,JSDA
1408534,FGBI
1052595,RLH
1029744,SOFO
1053352,HTBK
855874,TCFC
1056696,MANH
1047127,AMKR
740260,VTR
1052054,EVOL
1040850,AGTK
1039101,LLL.1
1054102,IDXG
1318220,WCN
1051627,AXTI
1061069,AWX
711772,CATC
1057379,HCKT
1057060,HZO
893847,HWBK
1050446,MSTR
706863,UNB
1075736,CXDO
826154,ORRF
1058290,CTSH
1528849,RH
765207,FNLC
1499832,TSQ
1058623,CMLS
702513,BOCH
1060391,RSG
932781,FCCO
707886,UCFC
792966,FMAO
921557,RBCAA
898770,SMED
1056358,MTEX
1060219,SAL
1051470,CCI
1035976,FNCB
1435064,CETX
1063537,RIBT
1065088,EBAY
1046995,EMAN
36506,MFNC
1066684,TGLO
1092796,SWBI
1069996,FNHC
1065078,NTIP
1068851,PB
1070423,PAA
1051251,0190A
50471,PCYG
1088034,USIO
827187,SNBR
1011432,CTEK
1070680,CFBK
1070296,FCAP
1071255,GDEN
1025835,EFSC
1063344,HT
1045810,NVDA
1062231,AXL
1073475,CZFC
1069157,EWBC
1521332,APTV
1073349,EPAY
1060349,GBL
56679,KFY
1018399,EBTC
1023364,AUTO
1075531,BKNG
1490906,CFFN
1078271,EXTR
1464343,ATLC
1066605,HSII
1070412,CNX
1041657,UONEK
1080056,TST
929008,WCC
1080340,LOAN
1075607,TCP
1073429,USCR
1048695,FFIV
1109546,PMBC
1082554,UTHR
1084332,SLNM
1078099,MEET
862831,FISI
1043604,JNPR
1084577,CYRN
1084961,ECPG
1065332,EGOV
1077688,HOFT
1275229,GMOLQ
1048477,BMRN
1069202,LII
1085869,PRFT
1084869,FLWS
1087423,RHT
1078075,NTCT
1086600,ARLP
1076682,PTE
1089907,SWKH
1066194,EGAN
1056386,INAPQ
1057083,PCTI
1075706,CIZN
1091907,WWE
1054721,BSQR
1089872,GAIA
1093691,PLUG
1077183,NEO
1089143,CLCT
1040896,IDN
1629210,PZG
1324424,EXPE
1080029,MYDP
1058811,IMMR
1094739,FNSR
704532,ONTO
1090872,A
1089511,ALSK
1095315,PFSW
1094285,TDY
1094810,MFSF
846475,ZYXI
1098972,AGEN
1038074,SLAB
1099800,EW
1096752,EPC
1033905,LMNX
1102934,CCMP
1478454,EBMT
1095565,HSTM
1099219,MET
1104855,SPRT
941685,IWSY
1062822,LXRX
1102993,LPSN
939767,EXEL
758938,QBAK
1040161,PXLW
1343034,TRCB
1173489,CEVA
836690,ISSC
1708055,RBBN
1104506,INSM
1102112,PACW
1111335,VC
1035267,ISRG
1109189,BASXQ
1100682,CRL
1099941,MVC
1058057,MRVL
1009759,CGRN
1101396,DLA
1101026,ZIVO
1101302,ENTG
1113232,ACLS
1069530,SAVA
1108320,SMTX
1109116,EVC
1110803,ILMN
1108205,CRIS
1114925,LTRX
1113481,MDCO
1101239,EQIX
836147,MBCN
1116942,TTMI
872912,DCTH
926617,AWH
1082038,DRRX
1114483,ITGR
1116132,TPR
1263762,SLCT
1092662,CEMI
1037016,NIHD
1290476,VBFC
1084554,LTBR
937098,TNET
1022652,INSG
1124140,EXAS
1084765,RGP
1035688,SEM.4
1121788,GRMN
1060736,SGEN
1123494,HBIO
1029142,DVAX
1161154,ETP
1070494,ACAD
1123360,GPN
1126975,MMP
1121484,OIS
1104485,NOG
1092289,TAT
1064728,BTU
817720,SYNA
1103982,MDLZ
926326,OMCL
1035092,SHBI
1137774,PRU
1467373,ACN
1492658,WMGI
946563,RVP
1211583,FENC
1069183,AXON
1101215,BFH
1140536,WTW
1277902,MVBF
1144519,BG
1120914,PDFS
1142750,AMN
1136869,ZBH
1072379,NWBO
1166003,XPO
1143513,GLAD
1156388,BGFV
1156039,ANTM
1326380,GME
105319,WW
721693,CREG
1071739,CNC
1126328,PFG
1158449,AAP
1144215,AYI
1141240,LQMT
1042776,PDM
892537,MANT
1159281,ALR
1157647,WNEB
1088856,CORT
1162461,CUTR
1120970,LODE
1158324,CCOI
1166388,VRNT
1175483,DS
1158463,JBLU
1228454,BCBP
1112920,GSB
1065280,NFLX
868271,SVBI
1169445,CPSI
1130713,OSTK
1167419,RIOT
1372020,GLDD
1106644,CPHI
1260221,TDG
1378453,TA
1039399,FORM
1056285,KIRK
1529113,INPX
1171759,RRGB
1117171,CBAT
1164863,NPO
1165002,WHG
1142417,NXST
1120193,NDAQ
1157762,CAAS
1133311,TZOO
1171825,CIT
1089063,DKS
1176334,MMLP
1179060,ENLK
1060822,CRI
1077428,TCBI
1185348,PRAA
1177702,SAIA
1084991,NGS
1168054,XEC
1136174,OTRK
1746109,BFC
1171486,NRP
1196298,NEPH
1159036,HALO
1158780,PSTI
947559,FBMS
1210708,HSON
1214816,AXS
1137883,BCLI
1122904,NTGR
1108827,QEP
1563855,SPHS
1174940,OGEN
1234006,GOOD
1213037,CRDF
1173204,CIDM
1258602,NNI
1157075,PMCB
1690666,XPER
1177394,SNX
1039828,AEL
1494904,GBLI
1515156,ADES
1223389,CONN
1008848,ACOR
1261654,UTI
1206264,TPX
1265131,HTH
1267238,AIZ
1267395,AHL
1257640,KRO
1423869,PCB
1308606,SRC
1224133,MCHX
1108524,CRM
1273685,NYMT
1213809,DYAI
1061983,CYTK
1295401,TBBK
1059262,SP
1278021,MKTX
1278027,BGS
1253986,ABR
1126741,GSIT
1141391,MA
1287032,PSEC
1652044,GOOGL
899460,MNKD
1289340,STXS
1289460,TXRH
1505732,BWFG
1289490,EXR
1289850,NURO
1280784,HTGC
1570585,LBTYK
1290900,CVGI
1211351,RTWIQ
1124941,BECN
1500213,SIFI.1
1080014,INVA
1173514,HY
1262823,WLK
1298946,DRH
1007019,JVA
884219,VVI
1130166,CYCC
1289308,ENS
1298675,CUBE
1297996,DLR
1379006,NNVC
1730984,BCML
1113809,BBW
1299139,TEAR
1299969,CHCI
1301787,BXC
1302028,MNTX
1300514,LVS
1301236,SOHO
1617242,KRNY
1578776,PBIP
1303942,BFIN
1287750,ARCC
1652106,PBBI
1289848,HURN
1305168,ARC
1304421,CNSL
1285785,MOS
1124524,CYRX
1297704,OHAI
1306830,CE
1296435,NP
1562463,INBK
1295947,PBH
1308208,ULH
1308547,DLB
1309108,WEX
1575360,FTDCQ
738214,AMTX
1725526,HPR
1288359,OTEL
1311370,LAZ
1299709,AX
1304280,HND1
1093557,DXCM
1226616,MNOV
1136352,CEQP
1598014,INFO
1171155,RLGT
1332551,ACR
1318008,ZUMZ
1318484,CTRN
1319161,WMG
1319229,TLP
778164,ALTO
1675192,OTTW
1286613,LINC
1317630,ITC1
1318568,EVRI
1322439,EGLE
1320461,CPS
1131312,ZNOG
1324189,TISUQ
1620459,JRVR
1326200,GNK
1228627,REXN
1323468,GLP
1324404,CF
1252849,CXP
1175151,CTSO
1320695,THS
1273441,GTE
1262976,CMPR
1317945,OFLX
1222840,RPAI
1265572,KONA
1051514,SSKN
1569994,WSBF
1722010,OPBK
1159167,IRBT
1618756,QSR
1364885,SPR
712034,ACCO
1100397,ADXSD
1324948,ROLL
1332349,BKD
1334978,CCO
820027,AMP
1236997,CPAH
1336047,BWP
867773,SPWR
1336917,UAA
1336920,LDOS
1331875,FNF
1337068,MGYR
1338065,DCP
1346980,CHAPQ
1133818,BPTH
1276187,ET
1514226,8550B
1339947,VIAB
1311538,ROX
943184,EVK
1334933,UEC
1340122,CLMT
1339605,HEES
1058090,CMG
1172631,SUNW
1136893,FIS
1341318,LSBK
1235468,LQDT
1347178,VNDA
1735828,LGCYQ
1314052,AVXL
1350102,ASTI
1350593,MWA
1004724,RHE
1326205,IGC
1350653,ATEC
1272830,VG
1239819,LUNA
1131554,SNCR
1648428,SQBGQ
1390162,HBMD
1212458,PFPT
1538263,HTBI
1349929,CGIX
1176309,ORMP
1530950,POST
1353283,SPLK
1540729,FELPQ
1236275,SSNT
1497253,ONVO
1540947,EQM
1539838,FANG
1534675,TGLS
1509892,GARS
1534701,PSX
1487198,ASPU
1237831,GMED
1373715,NOW
1264587,STML
1546417,BLMN
1327567,PANW
1543418,TMQ
1177609,FIVE
1434524,CLIR
1533040,PHIO
1538822,ROYTL
1354327,PGTI
1169561,CVLT
1356949,HWCC
1282648,BATL
1357204,DNKN
1357971,ESOA
1358356,LMST
1357615,KBR
1490630,RHNO
1487052,LTXB
1333493,EHTH
1158895,LMAT
1337013,INFU
1323648,ESXB
1282266,WINMQ
1350381,INWK
1364099,IPHS
1362004,ICFI
1360886,OSIR
1361658,TNL
1360901,EVR
1361937,HRST
1362988,AYR
1365135,WU
1341766,CELH
1362705,SNMP
1282224,DLPN
1364250,DEI
1359841,HBI
1274494,FSLR
1121702,YTEN
1160791,GORO
1113148,INFI
1325670,FRST
1370450,WLDN
1270436,COHN
7431,AWI
1367064,APLP
1368458,SBH
1360565,WFCF
1111928,IPGP
1368148,ATHX
1367644,EBS
1282631,NLST
1316644,AERO
1316517,KNDI
809248,TAST
1371489,III
1372807,PTMN
1368265,CLNE
1289636,PFIE
1483195,ORIT
1368622,AVAV
1356104,MLNX
1371782,MVO
1377630,NCMI
1375365,SMCI
1377789,AVNW
1378950,PRTS
1360214,HROW
1138723,ARAY
1382230,ESSA
1379785,BBDC
1381531,UFS
1381668,TFSL
1378590,BLIN
1358190,ITP
1314772,SUMR
1349436,SD
1383650,CQP
1383312,BR
1385613,GLRE
1401040,DMAC
1388430,CAI
1293282,TTGT
1378624,CBMG
1385508,OPNT
1383414,PNNT
1388319,USRM
1145197,PODD
1389545,NBY
1302350,JMP
1138639,INFN
1232524,JAZZ
1615418,BNCL
1386570,CDXC
1393612,DFS
1718405,HYMC
1320760,TSSI
1031093,SVBL
1393726,TIPT
1392972,PRO
894158,SYN
1326003,BKCC
1207074,VRTU
937556,MASI
1358071,CXO
1390844,WBC
1393883,DHX
1392091,BKEP
1411207,ALSN
1296205,ZAGG
1269026,SINT
1397187,LULU
1464790,RILY
1124610,VMW
1087294,CPIX
87050,NEON
1360530,VSI
1335105,LIXT
816761,TDC
1353970,CXDC
1412100,MHLD
1408198,MSCI
1397911,LPLA
1407623,ROIC
1401564,FFNW
1376139,CVI
1726126,EPSN
1384072,GRZZU
1606180,AACH
1399249,PZN
1403568,ULTA
1201792,APEI
1405073,AREXQ
1125376,ENSG
1396033,LL
1403256,SCU
1401521,UIHC
1427570,RSLS
1403853,NES
1409493,CIM
1410172,RBCN
1413507,SRCI
1397047,FPAY
1409171,TITN
1157408,LRN
1461755,ACBI
1409375,OESX
1406587,FOR
1415301,DFRG
1402829,ORN
1415404,SATS
1541119,SFBC
1120370,BWEN
1413898,DALN
1180145,CSII
1425565,RGSEQ
1410636,AWK
1574774,BEAT.2
1385818,AYTU
1382574,MEDS
1403161,V
1420800,ENOV
1403431,HCCI
744218,CLDX
1413329,PM
1417398,HI
1420302,LOGM
1739942,SWI
1516479,INSYQ
1421517,ERII
1404912,KKR
1423221,NX
1414475,WES.3
1217234,CDNA
1162194,LAB
1421461,IPI
1423689,AGNC
1426945,ECHO
1439095,MRC
1434588,LOPE
1550603,MLVF
1390312,BKJ
1414932,OCSL
1437071,IVR
1436126,MG
1368308,HPJ
1627014,BKI
1386301,RSSS
1267602,ALIM
1439288,ZWS
1378992,BERY
1440024,RRTS
1473597,STRI
1441849,CLDPQ
1442145,VRSK
1420720,IBIO
1730168,AVGO
1394156,SAUC
1351285,RST
1353487,TRNX
1435508,FSFG
1124804,MDRX
1309402,GPRE
1438231,DMRC
1449488,CCLP
1530249,FSBW
1441236,CLW
1524741,SLCA
1444307,ONCS
1305323,ZVO
907654,ABIO
1040719,DHCPQ
887247,ADMP
1527590,RC
1465885,WMC
1376321,CNET
1447051,TBNK
1468328,ADUS
1462418,ASPS
25743,TXMD
1464423,PMT
1468174,H
1262039,FTNT
1444363,GCAP
1395942,KAR
850261,SRNE
1467760,ARI
1472595,RCM
890447,VTNR
1460602,ORGS
1474735,GNRC
1465740,TWO
1466538,COWN
1460329,FLNT
1428205,ARR
1476150,TRNO
1411342,EFC
1158420,GGE
1477294,ST
1410098,CRMD
1473078,CHSP
1092699,SPSC
1325879,AVEO
1089531,KGJI
1474439,TNAV
1463972,VUZI
1449792,PPSI
1399855,NAUH
1469372,MSGN
860413,FIBK
1446847,IRWD
1287213,PLOW
1477246,SANW
1117297,QNST
1483510,EXPR
1386278,GDOT
1411906,AMPE
1374310,CBOE
1365101,PRMW.1
1487371,GNMK
1288469,MXL
1387467,AOSL
1476045,CLDT
1476765,GBDC
1227025,NPTN
1464963,FCRD
1481792,QUAD
1485469,TOWR
1286225,RP
1472787,FAF
1425287,WKHS
1568319,VLTC
1318605,TSLA
1482512,HPP
1492915,STND
1487101,KEYW
1488139,AMRC
1487952,VPG
1176373,TIER
1490892,COR
1495320,VRA
1486957,BWXT
319458,ENSV
1479094,STAG
1492426,HZNP
913277,CLAR
1559865,EVTC
1333822,LEDS
1497645,INN
1299130,PACB
1175535,WSR
1507964,KOR
1500217,AAT
1496099,NMFC
1492298,SBRA
1502034,GNCIQ
1401680,CSOD
1488039,ATOS
1432196,PGLC
1365038,LEAF
1498828,HHC
1487428,HRZN
1504008,BKU
1443646,BAH
1631825,PSDO
1427925,ACRX
1687221,REVG
1437557,LLEXQ
1487782,RVEN
1502377,CTGO
1425292,UAN
1434728,GWRS
1505413,VOC
1487712,AL
1490349,PFX
1501585,HII
1615817,CJ
1489096,THR
1392380,GEVO
1504461,NGL
1514281,MITT
1514705,SXC
1507385,VER
1584509,ARMK
1504619,PFLT
1506439,SHSP
827876,CLSK
1433607,NSPR
1279704,CLRB
1509470,SSSS
1617640,Z
1517401,SKIS
1399935,FRANQ
1158863,WAGE
1491419,LVO
1518621,ORC
1518715,HMST
1137091,PSIX
1512077,GEENQ
1466026,MSBI
1495231,IZEA
1490281,GRPN
1411685,VTGN
1463101,ENPH
1511737,UI
1403528,OAK
1145986,ASPN
1524025,TLYS
1274792,MACK
931059,RNVA
1360604,HTA
1463258,REGI
1443669,PRLB
1352010,EPAM
1525287,SRLP
1378718,WAIR
1522327,ENFC
1311241,IMI
1129260,VCRA
1493594,MTSI
1524931,CHUY
1527709,MCEP
1534992,FRGI
1528129,LPI
1528930,FRG
1527166,CG
1524472,XYL
1529377,ACRE
1529864,ENVA
1524223,MN
805928,AXGN
1499717,STAF
1528356,GNE
1430306,TNXP
1526952,WEBK
1526119,VSTM
1023994,SGBX
1533924,AMPY
1533932,WP
1466301,CLVS
1534504,PBF
1429260,FBIO
1408278,SYNC
1461993,MLNTQ
1237746,EIGI
1530721,CPRI
1526520,TRIP
1444706,XRDC
1575828,XPRO
1534525,XBIO
1661920,LONE
1021604,OTIVF
1095981,PSTV
1561680,TPH
1274173,JHG
1378140,OPTT
1279363,WCG
1280058,BLKB
1660734,TRTN
1692063,SNDR
1178670,ALNY
1142596,NUVA
1275187,ANGO
1235010,MNTA
1275014,UCTT
1283140,HEP
1275477,BMNM
1278752,AINV
1286043,KRG
1096056,LXFR
225211,TGHI
1603978,AQB
1337298,FF
1138776,GNMX
1634432,SBBP
1638381,NTEC
1489393,LYB
1211805,MYSZ
1579241,ALLE
1596993,LPG
1527469,ATH
1720635,NVT
1280776,IMUX
921114,ARMP
1326110,IBRX
